chr1	10468	10472	0	0	0	0	1	100	0	0	0	0	2	0	0	0	0	0	0	0	1	100	0	0	1	100	0	0	0	0	1	100
chr1	10483	10485	3	33	2	100	1	100	7	0	7	29	1	0	11	55	18	56	9	56	6	67	1	100	1	0	11	45	0	0	1	100
chr1	10488	10490	0	0	0	0	1	100	0	0	0	0	2	0	0	0	0	0	0	0	1	100	0	0	1	100	0	0	0	0	1	100
chr1	10492	10494	2	100	2	100	1	100	3	33	3	67	0	0	8	88	15	87	7	43	4	75	1	100	1	100	10	90	0	0	1	100
chr1	10496	10498	0	0	0	0	1	100	1	0	0	0	2	100	0	0	2	100	0	0	3	67	0	0	1	100	0	0	0	0	2	100
chr1	10524	10526	2	50	2	100	1	100	2	100	3	100	0	0	6	100	9	100	6	83	3	100	1	0	1	100	6	100	0	0	1	100
chr1	10541	10543	3	67	0	0	1	100	2	50	1	100	5	100	1	100	7	100	3	100	7	86	1	0	1	0	5	60	0	0	2	100
chr1	10562	10564	2	100	2	100	1	100	2	100	1	100	0	0	5	100	10	90	6	83	2	100	1	0	1	0	4	75	0	0	1	100
chr1	10570	10572	4	75	0	0	1	100	4	100	4	100	6	83	3	100	16	94	12	50	14	100	1	0	1	100	11	91	0	0	2	50
chr1	10576	10580	2	100	2	50	1	100	2	100	1	100	0	0	4	100	10	90	6	50	2	100	1	0	1	100	3	33	0	0	1	100
chr1	10588	10590	5	100	1	100	1	0	7	86	6	83	6	100	5	100	24	96	16	94	22	95	3	67	0	0	25	88	0	0	2	100
chr1	10608	10610	2	100	2	100	1	100	2	100	1	100	0	0	4	100	9	100	5	100	2	100	1	100	1	100	3	100	0	0	1	100
chr1	10616	10618	11	100	1	100	2	100	16	88	7	100	9	89	19	100	53	92	37	95	40	93	3	67	0	0	38	100	0	0	2	100
chr1	10619	10621	1	100	2	100	1	100	1	100	0	0	0	0	2	100	3	67	3	100	1	100	1	100	1	0	2	100	0	0	1	100
chr1	10630	10634	11	73	2	0	2	50	18	94	8	100	7	100	23	100	64	94	41	93	43	100	4	75	1	100	41	98	0	0	2	100
chr1	10635	10639	0	0	2	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	0	0	1	100
chr1	10640	10642	11	82	2	100	2	100	17	100	8	100	7	100	23	100	67	96	43	95	45	98	4	75	1	100	43	95	1	100	3	67
chr1	10643	10645	0	0	4	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	0	0	1	100
chr1	10649	10651	11	91	2	100	2	100	18	94	8	88	7	100	23	96	67	94	44	95	46	98	5	80	1	100	45	98	2	50	4	100
chr1	10659	10663	0	0	4	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	0	0	1	100
chr1	10664	10668	11	73	3	33	2	50	18	67	8	100	8	63	24	71	67	84	44	89	45	84	6	50	1	100	45	78	2	50	4	100
chr1	10669	10671	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	100	0	0	0	0	1	100
chr1	10672	10674	11	82	3	100	2	100	19	68	8	88	8	50	24	79	67	72	44	77	46	87	6	50	1	0	45	71	2	50	4	75
chr1	10678	10680	0	0	3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	100	0	0	0	0	1	100
chr1	10688	10692	8	100	5	80	2	100	15	93	7	100	5	40	22	100	60	88	38	95	42	93	7	57	1	0	40	95	5	100	4	100
chr1	10693	10697	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	0	0	0	0	1	100	0	0
chr1	10698	10700	1	100	12	100	2	100	4	25	1	100	2	50	10	90	26	92	12	92	13	92	7	86	0	0	13	92	6	100	4	100
chr1	10701	10703	0	0	3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	100
chr1	10707	10709	0	0	14	93	2	100	2	100	2	100	1	0	6	100	12	83	11	91	12	92	12	92	0	0	12	83	7	100	3	100
chr1	10717	10721	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	100
chr1	10722	10726	0	0	14	93	2	100	2	100	2	100	1	0	5	100	9	89	6	67	8	88	12	92	0	0	6	67	7	100	3	67
chr1	10727	10729	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100
chr1	10730	10732	0	0	14	93	2	100	2	100	1	100	1	0	5	100	3	100	3	100	4	100	12	50	1	100	2	50	8	88	1	100
chr1	10736	10738	0	0	3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100
chr1	10746	10750	0	0	14	71	2	100	2	100	2	100	0	0	5	100	3	100	3	100	4	100	12	83	1	100	2	50	8	38	2	100
chr1	10751	10755	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	100
chr1	10756	10758	0	0	14	86	2	100	0	0	1	100	0	0	5	80	0	0	2	100	4	100	14	71	1	100	1	100	8	100	2	50
chr1	10759	10761	0	0	3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	0	0	1	100	1	100
chr1	10765	10767	0	0	14	57	2	100	0	0	1	100	0	0	3	100	0	0	1	100	3	100	15	60	1	100	1	100	9	100	2	100
chr1	10775	10779	0	0	3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	1	100	1	0
chr1	10780	10784	0	0	14	100	2	100	0	0	1	100	0	0	0	0	0	0	1	100	1	100	18	72	1	100	0	0	9	100	2	100
chr1	10785	10787	0	0	3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	1	100	1	0
chr1	10788	10790	0	0	14	64	3	100	0	0	1	100	0	0	0	0	0	0	0	0	1	100	18	78	1	100	0	0	9	100	2	50
chr1	10794	10796	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	1	100	1	100
chr1	10810	10814	0	0	15	87	3	100	0	0	1	100	0	0	0	0	0	0	0	0	1	100	19	95	1	100	0	0	9	89	2	50
chr1	10815	10817	0	0	3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	1	100	1	100
chr1	10826	10828	0	0	15	87	3	100	0	0	1	100	0	0	0	0	0	0	0	0	1	100	19	89	1	100	0	0	10	100	2	100
chr1	10831	10833	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	100	0	0	1	100	1	100
chr1	10837	10839	0	0	15	53	4	50	0	0	1	100	0	0	0	0	0	0	0	0	1	100	19	63	1	100	0	0	10	60	2	50
chr1	10847	10851	0	0	3	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	1	0	1	0
chr1	10852	10856	0	0	15	87	4	100	0	0	1	100	0	0	0	0	0	0	0	0	1	100	19	89	1	100	0	0	10	90	1	100
chr1	10857	10859	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	1	100	1	0
chr1	10860	10862	0	0	15	87	4	75	0	0	1	100	0	0	0	0	0	0	0	0	1	100	19	68	1	100	0	0	11	91	2	100
chr1	10866	10868	0	0	3	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	100	0	0	1	100	1	100
chr1	10884	10888	0	0	15	93	4	100	0	0	1	100	0	0	0	0	0	0	0	0	1	100	20	95	1	100	0	0	11	100	2	100
chr1	10902	10904	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	1	100	1	100
chr1	10907	10909	0	0	15	87	4	100	0	0	1	100	0	0	0	0	0	0	0	0	1	100	20	70	1	100	0	0	11	100	2	100
chr1	10913	10915	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	1	100	1	100
chr1	10923	10925	0	0	16	100	4	100	0	0	1	100	0	0	0	0	0	0	0	0	1	100	20	90	1	100	0	0	11	82	2	50
chr1	10928	10932	0	0	3	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	1	100	1	100
chr1	10933	10935	0	0	16	94	4	100	0	0	1	100	0	0	0	0	0	0	0	0	1	100	20	85	2	100	0	0	10	70	2	100
chr1	10936	10938	0	0	3	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	1	100	1	100
chr1	10942	10944	0	0	17	53	4	75	0	0	1	100	0	0	0	0	0	0	0	0	1	100	20	45	2	50	0	0	11	64	2	50
chr1	10960	10964	0	0	3	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	1	0	1	100
chr1	10978	10980	0	0	17	100	4	100	0	0	1	100	0	0	0	0	0	0	0	0	1	100	20	90	2	100	0	0	11	100	2	100
chr1	10983	10985	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	100	0	0	1	100	1	100
chr1	10989	10991	0	0	17	82	4	100	0	0	1	100	0	0	0	0	0	0	0	0	1	100	20	80	2	50	0	0	11	73	2	100
chr1	10997	10999	0	0	3	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	100	0	0	1	0	1	100
chr1	11007	11009	0	0	17	100	4	100	0	0	1	100	0	0	0	0	0	0	0	0	1	100	20	85	2	100	0	0	11	91	2	100
chr1	11011	11013	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	100	0	0	1	100	1	100
chr1	11026	11028	0	0	17	100	4	100	0	0	1	100	0	0	0	0	0	0	2	100	1	100	20	90	2	100	0	0	11	91	2	100
chr1	11047	11049	0	0	3	100	0	0	0	0	0	0	0	0	0	0	2	100	0	0	1	100	1	100	1	0	0	0	1	100	1	100
